 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
4593,101,537,291.641,336.593,0,48.416,3.966,19.652,110.430,673.043,0.100
4594,101,538,293.872,337.691,0,48.660,3.935,19.498,110.343,680.573,0.100
4595,101,539,297.353,340.007,0,47.998,3.934,19.279,107.487,652.701,0.100
4596,101,540,299.674,342.229,0,48.592,3.928,19.410,108.725,659.283,0.100
4597,101,541,300.987,344.327,0,48.755,3.943,19.684,112.188,696.363,0.101
4598,101,542,303.617,347.528,0,48.122,3.961,19.619,110.230,671.646,0.180
4599,101,543,305.886,348.634,0,48.734,3.944,19.549,110.554,680.954,0.198
4600,101,544,308.275,350.820,0,48.330,3.925,19.455,109.606,669.405,0.100
4601,101,545,310.793,354.092,0,48.204,3.980,19.991,114.161,707.047,0.100
4602,101,546,313.008,355.239,0,48.808,3.957,19.792,112.990,702.356,0.130
4603,101,547,316.532,357.472,0,48.414,3.910,19.324,108.522,660.486,0.119
4604,101,548,318.863,359.757,0,48.556,3.925,19.567,111.239,687.159,0.100
4605,101,549,321.336,361.830,0,48.221,3.923,19.410,109.216,666.704,0.100
4606,101,550,323.738,364.081,0,48.630,3.940,19.703,112.468,698.372,0.100
4607,101,551,324.961,366.238,0,48.795,3.956,19.809,113.290,705.851,0.118
4608,101,552,327.425,368.354,0,48.263,3.936,19.447,109.373,668.513,0.109
4609,101,553,329.712,370.603,0,48.429,3.912,19.219,107.600,655.443,0.100
4610,101,554,332.014,372.988,0,48.321,3.951,19.744,112.064,688.758,0.178
4611,101,555,335.427,375.396,0,48.169,3.913,19.132,106.271,640.981,0.100
4612,101,556,337.673,377.689,0,48.537,3.915,19.224,107.436,652.742,0.100
4613,101,557,338.783,379.976,0,48.481,3.922,19.485,110.685,685.376,0.101
4614,101,558,342.130,382.519,0,47.874,3.908,19.249,107.924,657.130,0.101
4615,101,559,344.457,384.716,0,48.204,3.912,19.250,107.784,655.167,0.101
4616,101,560,345.738,388.027,0,48.335,4.012,20.079,114.031,703.482,0.100
4617,101,561,348.960,389.378,0,48.064,3.961,19.366,107.398,647.688,0.105
4618,101,562,351.370,391.540,0,48.176,3.919,19.274,107.790,654.436,0.194
4619,101,563,353.784,393.643,0,48.241,3.907,19.136,106.817,649.144,0.100
4620,101,564,356.218,395.857,0,48.512,3.935,19.532,110.280,675.540,0.100
4621,101,565,358.601,398.128,0,48.622,3.929,19.409,108.705,659.459,0.128
4622,101,566,359.906,401.400,0,48.090,4.033,20.009,112.470,688.133,0.105
4623,101,567,363.247,402.641,0,48.154,3.922,19.375,108.871,663.897,0.100
4624,101,568,365.627,404.899,0,48.552,3.919,19.458,110.034,675.543,0.100
4625,101,569,366.961,406.907,0,49.059,3.968,19.918,113.599,702.152,0.106
4626,101,570,369.690,409.965,0,48.145,3.999,19.910,112.478,690.449,0.100
4627,101,571,372.972,411.158,0,48.617,3.961,19.697,110.933,676.204,0.102
4628,101,572,375.501,413.112,0,48.651,3.947,19.625,110.736,677.202,0.092
4629,101,573,376.956,415.226,0,48.788,3.943,19.700,112.597,702.081,0.141
4630,101,574,380.582,417.225,0,48.240,3.944,19.328,107.571,650.777,0.094
4631,101,575,383.152,419.155,0,48.924,3.950,19.730,112.248,694.327,0.102
4632,101,576,379.557,418.605,0,48.854,3.925,19.475,109.858,671.889,0.108
4633,101,577,376.928,416.682,0,48.703,3.932,19.476,110.031,676.962,0.100
4634,101,578,375.248,413.528,0,48.231,3.964,19.728,111.497,683.505,0.100
4635,101,579,372.993,412.480,0,48.780,3.963,19.637,110.962,683.423,0.127
4636,101,580,370.268,409.380,0,48.440,3.969,19.722,111.227,680.476,0.100
4637,101,581,366.844,408.531,0,48.636,3.931,19.449,109.608,671.491,0.245
4638,101,582,364.175,406.611,0,48.735,3.953,19.421,108.386,657.636,0.102
4639,101,583,362.362,403.599,0,48.250,3.957,19.634,110.644,676.467,0.178
4640,101,584,359.869,401.502,0,48.140,4.002,19.803,110.964,675.289,0.106
4641,101,585,356.546,400.446,0,48.430,3.910,19.340,108.768,663.191,0.102
4642,101,586,355.031,397.256,0,48.075,4.043,19.943,110.879,668.462,0.100
4643,101,587,351.635,396.259,0,48.192,3.920,19.348,108.636,661.993,0.104
4644,101,588,350.177,394.228,0,48.959,3.954,19.726,112.265,695.347,0.171
4645,101,589,346.462,392.454,0,48.868,3.931,19.557,110.644,678.657,0.109
4646,101,590,344.950,390.465,0,48.908,3.963,19.686,111.776,693.169,0.105
4647,101,591,341.246,388.450,0,48.350,3.908,19.338,108.810,663.780,0.101
4648,101,592,338.712,386.414,0,48.968,3.930,19.522,110.264,675.419,0.103
4649,101,593,337.264,384.361,0,48.653,3.945,19.588,110.827,681.852,0.126
4650,101,594,333.539,382.634,0,48.576,3.950,19.476,109.114,664.133,0.113
4651,101,595,330.875,380.709,0,48.981,3.945,19.692,111.927,691.275,0.100
4652,101,596,331.007,378.918,0,48.528,3.969,20.046,116.327,738.697,0.120
4653,101,597,332.852,379.701,0,48.929,3.949,19.719,112.033,690.805,0.165
4654,101,598,333.234,380.134,0,48.478,3.919,19.415,109.473,670.574,0.246
4655,101,599,331.547,380.222,0,49.077,3.967,19.782,112.341,693.574,0.213
4656,101,600,333.076,380.493,0,49.385,4.056,20.709,120.375,761.225,0.111
4657,101,601,333.949,380.862,0,49.763,4.018,20.347,117.007,729.502,0.111
4658,101,602,332.494,380.071,0,49.094,4.012,20.373,117.738,738.175,0.118
4659,101,603,333.055,379.935,0,48.976,4.043,20.644,120.341,764.120,0.111
4660,101,604,331.629,379.795,0,48.868,3.996,20.103,114.862,711.413,0.100
4661,101,605,331.342,381.249,0,49.362,3.960,19.823,112.867,697.133,0.104
4662,101,606,332.008,380.086,0,48.230,4.015,20.243,116.683,735.050,0.100
4663,101,607,331.512,379.863,0,48.364,3.938,19.375,108.423,659.895,0.101
4664,101,608,328.266,377.377,0,48.418,3.921,19.200,106.906,646.959,0.104
4665,101,609,330.675,379.520,0,48.194,3.983,19.859,112.322,688.744,0.104
4666,101,610,333.878,380.951,0,48.447,3.922,19.583,111.731,693.676,0.115
4667,101,611,335.032,383.183,0,48.335,3.997,19.705,110.223,670.950,0.156
4668,101,612,337.237,385.561,0,48.016,3.913,19.322,108.573,662.056,0.101
4669,101,613,339.554,389.031,0,48.506,4.025,20.086,113.516,696.244,0.101
4670,101,614,342.779,390.422,0,48.328,3.940,19.252,106.724,642.649,0.154
4671,101,615,345.088,392.625,0,48.180,3.970,19.628,110.575,679.343,0.101
4672,101,616,347.317,395.060,0,48.148,3.918,19.359,108.907,665.444,0.100
4673,101,617,349.456,397.542,0,48.074,3.892,18.993,105.419,635.622,0.100
4674,101,618,350.675,400.891,0,48.308,4.004,19.996,113.219,695.488,0.119
4675,101,619,352.867,403.219,0,48.383,3.981,19.963,113.683,701.712,0.100
4676,101,620,355.113,404.406,0,48.744,3.943,19.618,111.178,684.695,0.199
4677,101,621,357.573,406.546,0,48.253,3.927,19.392,109.048,666.377,0.312
4678,101,622,360.062,408.618,0,48.879,3.965,19.708,111.859,692.790,0.116
4679,101,623,363.725,410.585,0,48.414,3.910,19.365,109.080,666.230,0.154
4680,101,624,366.255,412.622,0,48.966,3.932,19.538,110.407,676.680,0.100
4681,101,625,368.847,414.571,0,48.627,3.932,19.320,108.092,658.171,0.100
4682,101,626,371.410,416.488,0,48.336,3.931,19.383,108.733,662.753,0.297
4683,101,627,373.259,419.485,0,48.055,3.982,19.678,110.187,669.489,0.101
4684,101,628,376.721,420.242,0,48.469,3.946,19.636,110.919,678.663,0.129
4685,101,629,378.631,423.233,0,48.184,3.963,19.751,111.823,686.601,0.091
4686,101,630,382.020,423.894,0,46.234,3.960,19.827,112.630,692.191,0.091
4687,101,631,383.678,425.087,0,34.437,3.326,13.575,62.733,316.186,0.083
4688,101,632,385.269,426.340,0,29.076,2.730,9.233,35.436,148.511,0.091
4689,101,633,385.973,427.637,0,14.975,1.780,4.000,10.301,29.330,0.091
4690,102,397,394.045,137.663,0,49.477,4.015,20.336,117.698,742.948,0.102
4691,102,398,397.151,139.244,0,49.657,4.040,20.531,118.735,746.010,0.170
4692,102,399,400.487,138.097,0,49.814,4.017,20.249,115.553,713.420,0.103
4693,102,400,403.721,138.285,0,49.667,4.001,19.924,112.750,693.606,0.165
4694,102,401,406.971,138.460,0,49.686,3.979,20.160,116.559,732.691,0.126
4695,102,402,409.294,139.176,0,49.648,4.019,20.101,114.170,704.465,0.186
4696,102,403,413.395,139.949,0,49.634,4.112,20.664,116.949,716.618,0.100
4697,102,404,416.634,140.133,0,49.613,4.033,20.497,118.302,739.874,0.104
4698,103,399,358.733,240.897,0,47.868,3.889,19.117,106.941,649.011,0.179
4699,103,400,361.322,239.102,0,48.509,3.910,19.242,107.409,649.238,0.103
4700,103,401,364.174,237.374,0,48.564,3.911,19.266,107.699,652.373,0.124
4701,103,402,366.579,236.752,0,48.438,3.918,19.372,108.955,664.826,0.100
4702,103,403,369.564,233.910,0,48.149,3.936,19.594,111.034,683.337,0.116
4703,103,404,372.339,232.158,0,48.243,3.965,19.407,107.655,648.812,0.140
4704,103,405,375.174,230.437,0,48.487,3.907,19.247,107.650,652.693,0.127
4705,103,406,377.934,228.724,0,48.028,3.939,19.569,110.584,678.039,0.100
4706,103,407,380.371,228.169,0,48.364,3.957,19.439,108.384,656.447,0.162
4707,103,408,383.528,225.421,0,48.375,3.940,19.399,108.554,659.968,0.119
4708,103,409,383.912,226.054,0,49.545,4.016,20.465,118.759,747.849,0.107
4709,103,410,385.940,226.009,0,48.388,3.933,19.575,111.636,695.916,0.102
4710,103,411,384.445,226.936,0,47.986,4.030,19.924,111.423,677.292,0.101
4711,103,412,384.125,226.343,0,49.632,4.018,19.953,112.289,686.408,0.192
4712,103,413,384.079,225.715,0,49.573,4.019,20.233,115.268,710.469,0.214
4713,103,414,384.032,226.034,0,48.208,4.000,20.167,116.207,730.855,0.100
4714,103,415,383.902,225.321,0,49.198,3.956,19.799,112.992,700.876,0.118
4715,103,416,384.540,224.399,0,48.636,3.918,19.418,109.411,668.160,0.100
4716,103,417,385.764,224.126,0,49.316,4.081,20.670,118.603,738.713,0.120
4717,103,418,385.444,225.035,0,48.642,4.039,20.130,113.360,692.074,0.101
4718,103,419,386.895,225.170,0,49.150,4.028,19.979,112.251,685.286,0.112
4719,103,420,386.741,226.435,0,49.643,3.996,20.109,114.732,708.856,0.172
4720,103,421,386.022,229.585,0,49.632,4.004,20.227,116.175,723.613,0.218
4721,103,422,385.210,232.769,0,49.679,3.978,20.068,115.306,719.114,0.114
4722,103,423,383.325,235.678,0,49.313,4.047,20.329,115.586,712.569,0.113
4723,103,424,384.092,239.069,0,49.374,4.073,20.445,116.440,722.060,0.100
4724,103,425,383.069,241.351,0,49.774,4.066,20.414,116.122,717.465,0.100
4725,103,426,382.814,244.592,0,49.785,4.010,20.034,113.703,701.154,0.105
4726,103,427,383.459,248.683,0,49.765,3.978,20.031,114.641,711.071,0.127
4727,103,428,382.837,251.044,0,49.591,4.021,20.323,117.559,743.505,0.105
4728,103,429,383.959,255.032,0,49.561,4.004,20.330,117.851,743.476,0.130
4729,103,430,384.443,258.237,0,49.336,4.000,20.028,113.997,704.635,0.219
4730,103,431,383.980,260.751,0,49.763,4.030,20.205,115.300,716.715,0.148
4731,103,432,384.452,263.947,0,49.293,3.990,20.107,115.602,723.303,0.091
4732,103,433,384.618,268.095,0,49.706,4.084,20.933,121.966,772.331,0.100
4733,103,434,386.539,270.999,0,49.276,3.956,19.933,114.726,718.689,0.137
4734,103,435,386.990,274.280,0,49.596,4.026,20.267,115.378,710.441,0.214
4735,103,436,386.066,277.708,0,49.634,4.118,20.789,118.303,728.970,0.100
4736,103,437,387.731,280.783,0,49.501,3.975,20.007,114.601,712.339,0.111
4737,103,438,386.903,284.142,0,49.761,4.062,20.836,121.633,770.877,0.100
4738,103,439,388.790,287.097,0,49.454,4.019,20.009,113.034,694.196,0.262
4739,103,440,387.994,290.574,0,49.624,4.052,20.725,120.371,757.242,0.100
4740,103,441,389.777,293.597,0,49.318,3.986,20.033,114.220,705.137,0.182
4741,103,442,389.417,296.045,0,49.317,3.994,20.193,116.623,733.732,0.130
4742,103,443,391.045,299.871,0,49.497,3.978,20.049,115.149,718.956,0.108
4743,103,444,390.993,302.356,0,48.965,3.979,20.078,115.402,720.011,0.101
4744,103,445,390.354,300.981,0,49.122,3.994,20.148,116.200,730.930,0.111
4745,103,446,389.422,297.863,0,49.095,3.993,19.970,113.694,704.046,0.133
4746,103,447,387.330,294.245,0,49.221,3.946,19.711,112.042,691.183,0.100
4747,103,448,386.172,291.216,0,49.266,3.998,19.922,112.998,697.990,0.143
4748,103,449,385.927,288.765,0,48.813,4.014,19.852,111.354,679.577,0.151
4749,103,450,383.487,285.391,0,48.824,3.952,19.550,109.955,671.731,0.101
4750,103,451,382.122,282.420,0,48.767,3.935,19.557,110.475,676.767,0.099
4751,103,452,380.655,279.566,0,48.691,3.945,19.521,109.808,670.735,0.133
4752,103,453,380.410,276.041,0,49.432,4.045,20.658,120.288,762.229,0.091
4753,103,454,378.710,273.236,0,48.912,4.057,20.320,114.988,705.087,0.100
4754,103,455,377.192,270.387,0,49.300,4.020,20.324,116.719,727.076,0.203
4755,103,456,375.444,268.588,0,48.345,3.930,19.331,108.078,656.125,0.100
4756,103,457,373.814,265.792,0,48.349,3.931,19.488,110.152,677.509,0.105
4757,103,458,372.255,262.930,0,48.629,3.981,19.674,110.434,674.156,0.100
4758,103,459,369.676,259.658,0,48.590,3.946,19.519,109.802,670.990,0.104
4759,103,460,369.159,257.253,0,48.376,3.929,19.388,109.154,669.583,0.100
4760,103,461,366.357,254.103,0,48.617,3.928,19.436,109.718,674.276,0.108
4761,103,462,365.859,250.641,0,49.123,4.050,20.253,114.661,705.024,0.092
4762,103,463,364.239,247.811,0,49.317,4.024,20.440,118.173,741.686,0.095
4763,103,464,362.547,246.027,0,48.367,3.930,19.568,111.185,686.913,0.100
4764,103,465,359.919,242.759,0,48.642,3.961,19.656,110.482,672.461,0.106
4765,103,466,359.707,239.221,0,49.138,4.079,20.535,116.721,718.335,0.194
4766,103,467,356.846,237.069,0,48.218,3.953,19.661,111.110,681.084,0.190
4767,103,468,355.073,234.456,0,48.181,3.932,19.581,111.064,683.924,0.124
4768,103,469,354.240,232.095,0,48.473,3.911,19.320,109.055,670.878,0.103
4769,103,470,351.229,229.233,0,48.102,3.907,19.151,107.056,651.903,0.108
4770,103,471,350.362,226.936,0,48.429,3.927,19.552,111.232,689.227,0.187
4771,103,472,348.359,224.313,0,48.455,3.906,19.197,107.485,654.266,0.124
4772,103,473,345.199,221.623,0,47.957,3.943,19.256,106.669,641.908,0.100
4773,103,474,343.089,219.204,0,48.476,3.919,19.503,110.644,681.969,0.101
4774,103,475,340.949,216.688,0,47.963,3.925,19.439,109.812,675.256,0.113
4775,103,476,340.021,214.392,0,48.004,3.931,19.328,108.381,662.707,0.100
4776,103,477,337.969,211.868,0,47.969,3.927,19.515,110.874,686.961,0.100
4777,103,478,335.712,208.371,0,48.305,4.003,19.859,111.554,679.733,0.152
4778,103,479,333.462,205.983,0,48.492,4.025,20.073,113.326,694.089,0.104
4779,103,480,331.241,203.639,0,48.197,3.972,19.809,112.121,688.036,0.125
4780,103,481,328.955,201.330,0,48.054,4.026,19.875,110.764,669.417,0.100
4781,103,482,326.611,199.073,0,48.543,4.023,19.954,111.748,677.955,0.100
4782,103,483,324.464,197.765,0,48.354,3.930,19.275,107.400,650.059,0.091
4783,103,484,321.119,195.382,0,48.516,3.928,19.555,110.803,681.327,0.103
4784,103,485,319.902,193.189,0,48.377,3.961,19.785,113.244,708.974,0.121
4785,103,486,317.570,190.860,0,48.275,3.935,19.354,108.260,658.473,0.115
4786,103,487,314.269,188.345,0,48.550,3.912,19.356,108.850,663.544,0.100
4787,103,488,313.067,186.241,0,48.639,3.937,19.550,111.028,688.243,0.101
4788,103,489,310.611,184.152,0,48.491,3.948,19.680,111.551,685.756,0.100
4789,103,490,307.042,182.016,0,48.666,3.942,19.830,114.238,717.425,0.101
4790,103,491,304.589,179.804,0,48.173,3.931,19.259,107.217,648.904,0.176
4791,103,492,302.284,177.531,0,48.436,3.918,19.398,109.082,664.633,0.116
4792,103,493,299.891,175.336,0,48.219,3.925,19.439,109.565,670.240,0.141
4793,103,494,297.403,173.300,0,48.406,3.907,19.320,108.679,662.895,0.171
4794,103,495,296.003,171.220,0,49.044,3.959,19.763,112.788,702.340,0.100
4795,103,496,292.353,169.265,0,48.280,3.912,19.255,107.967,658.100,0.100
4796,103,497,289.894,167.071,0,48.675,3.957,19.713,111.636,685.889,0.100
4797,103,498,287.399,164.977,0,48.612,3.941,19.666,111.830,690.946,0.115
4798,103,499,285.006,162.803,0,48.603,3.959,19.699,111.066,677.978,0.100
4799,103,500,282.621,160.476,0,48.219,3.914,19.214,107.221,649.525,0.102
4800,103,501,281.451,158.262,0,48.193,3.899,19.179,107.494,654.646,0.108
4801,103,502,277.928,156.075,0,48.418,3.956,19.740,112.846,705.458,0.101
4802,103,503,276.516,154.063,0,48.599,4.017,20.036,113.471,698.659,0.114
4803,103,504,273.949,152.069,0,49.008,3.963,19.855,113.005,696.904,0.147
4804,103,505,271.182,149.017,0,48.160,4.005,20.058,114.211,707.362,0.083
4805,103,506,268.856,148.047,0,48.897,3.986,19.938,113.770,707.948,0.093
4806,103,507,265.163,146.112,0,48.694,3.929,19.478,110.294,680.558,0.124
4807,103,508,263.146,143.320,0,48.457,3.971,19.779,112.023,689.514,0.175
4808,103,509,260.742,142.710,0,49.140,3.973,19.815,112.466,694.002,0.170
4809,103,510,256.773,141.418,0,48.905,3.951,19.633,110.987,681.249,0.175
4810,103,511,253.941,139.803,0,49.225,3.995,20.122,115.063,713.072,0.151
4811,103,512,251.889,136.863,0,48.215,4.007,20.108,114.868,714.229,0.100
4812,103,513,248.495,136.140,0,48.383,3.943,19.607,110.961,681.506,0.100
4813,103,514,245.825,134.266,0,49.343,3.956,19.749,112.117,690.522,0.163
4814,103,515,243.994,131.219,0,48.469,4.053,20.017,111.287,670.074,0.145
4815,103,516,241.471,129.222,0,48.246,3.975,19.613,109.557,663.664,0.101
4816,103,517,238.098,128.222,0,48.610,3.930,19.403,109.333,671.450,0.100
4817,103,518,235.542,126.328,0,48.328,3.930,19.422,109.235,667.075,0.110
4818,103,519,233.725,123.249,0,48.249,4.006,19.769,110.164,665.282,0.199
4819,103,520,234.167,124.539,0,49.560,3.997,20.115,115.013,713.079,0.143
4820,103,521,233.311,123.295,0,48.338,3.914,19.307,108.075,655.185,0.138
4821,103,522,234.041,123.887,0,49.463,3.987,20.166,116.570,733.840,0.138
4822,103,523,232.830,124.059,0,49.219,4.096,20.475,115.318,703.999,0.100
4823,103,524,232.910,124.480,0,48.313,3.919,19.462,110.516,684.423,0.114
4824,103,525,233.496,125.872,0,47.937,4.031,20.196,114.508,703.549,0.100
4825,103,526,233.169,126.134,0,44.960,3.895,19.306,110.076,688.461,0.100
4826,103,527,232.912,125.080,0,47.711,4.308,23.873,154.549,1110.676,0.100
4827,103,528,229.730,122.011,0,72.664,6.147,41.339,297.238,2250.546,0.111
4828,104,405,374.967,88.282,0,49.740,4.016,20.243,116.499,731.342,0.228
4829,104,406,378.945,89.433,0,49.365,4.039,20.512,118.475,743.588,0.218
4830,104,407,382.330,88.532,0,49.591,4.004,20.067,114.246,705.945,0.193
4831,104,408,384.633,89.676,0,49.548,3.991,20.044,114.432,708.858,0.105
4832,104,409,388.800,89.790,0,49.541,3.983,19.998,114.398,711.350,0.108
4833,104,410,391.961,90.312,0,49.665,3.999,20.269,116.975,732.937,0.145
4834,104,411,395.152,90.763,0,49.876,3.993,20.150,115.712,721.445,0.107
4835,104,412,397.443,91.789,0,49.591,3.998,20.138,115.206,714.307,0.171
4836,104,413,401.637,91.663,0,49.919,3.982,20.056,114.769,711.653,0.100
4837,104,414,404.629,93.484,0,49.444,4.030,20.282,115.690,715.288,0.101
4838,104,415,408.002,92.571,0,49.483,4.009,20.233,116.583,732.318,0.183
4839,104,416,411.088,94.280,0,49.592,4.038,20.499,118.481,744.651,0.188
4840,104,417,414.477,93.461,0,49.795,3.992,20.107,114.914,711.137,0.100
4841,104,418,417.719,93.972,0,49.502,4.003,20.227,116.209,724.083,0.182
4842,105,419,380.314,363.137,0,49.211,4.033,20.542,119.053,748.729,0.140
4843,105,420,383.492,363.774,0,49.148,4.065,20.389,115.533,709.373,0.164
4844,105,421,386.908,363.070,0,49.566,4.035,20.314,116.624,730.910,0.172
4845,105,422,389.777,365.273,0,49.160,4.013,20.270,116.269,723.075,0.125
4846,105,423,393.240,364.856,0,49.453,3.995,20.135,115.416,717.671,0.231
4847,105,424,395.389,366.064,0,49.708,4.011,20.349,117.237,731.268,0.100
4848,105,425,399.208,367.664,0,48.987,4.064,20.401,115.931,714.954,0.100
4849,105,426,402.692,367.248,0,49.509,3.988,20.040,114.189,704.431,0.145
4850,105,427,405.826,368.108,0,49.814,4.009,20.221,115.600,715.463,0.115
4851,105,428,408.652,370.267,0,49.235,4.010,20.232,115.941,720.323,0.111
4852,105,429,412.101,369.842,0,49.481,3.996,20.177,115.989,723.922,0.231
4853,105,430,415.198,370.863,0,49.284,3.988,20.103,115.307,717.648,0.181
4854,105,431,417.898,373.139,0,49.024,4.031,20.510,118.577,743.404,0.099
4855,106,419,126.708,421.683,0,47.984,3.915,19.190,106.968,647.956,0.102
4856,106,420,125.551,419.435,0,48.301,3.914,19.268,107.889,655.768,0.105
4857,106,421,122.117,417.103,0,48.576,3.924,19.596,111.779,693.725,0.102
4858,106,422,119.695,415.003,0,48.397,3.974,19.638,110.344,675.106,0.110
4859,106,423,118.388,412.874,0,48.338,3.954,19.475,109.054,664.227,0.101
4860,106,424,114.799,410.764,0,48.445,3.946,19.523,109.946,673.546,0.100
4861,106,425,112.413,408.460,0,48.440,3.918,19.199,106.923,646.819,0.100
4862,106,426,110.074,406.262,0,48.251,3.934,19.408,109.299,671.373,0.104
4863,106,427,108.317,403.281,0,48.473,3.972,19.696,110.767,675.925,0.100
4864,106,428,105.976,402.479,0,49.046,3.967,19.749,112.340,697.582,0.102
4865,106,429,102.149,400.655,0,48.601,3.952,19.371,107.805,652.266,0.185
4866,106,430,100.387,397.614,0,48.150,3.955,19.608,110.407,674.501,0.095
4867,106,431,97.780,395.696,0,47.815,3.976,19.714,111.051,680.022,0.091
4868,106,432,95.142,393.774,0,48.105,3.968,19.853,112.870,695.589,0.097
4869,106,433,91.729,392.989,0,48.992,3.968,19.818,112.449,691.885,0.101
4870,106,434,90.050,389.783,0,48.068,4.026,20.176,115.133,716.645,0.100
4871,106,435,87.550,387.708,0,47.999,3.956,19.581,110.037,671.131,0.100
4872,106,436,84.913,385.775,0,47.868,3.991,19.879,112.645,695.088,0.100
4873,106,437,81.507,384.931,0,48.247,3.973,19.552,109.155,662.380,0.101
4874,106,438,78.813,383.199,0,49.200,3.956,19.744,112.033,689.525,0.109
4875,106,439,77.174,381.312,0,48.977,3.960,19.743,112.217,693.921,0.130
4876,106,440,73.375,379.566,0,48.552,3.942,19.395,108.488,659.519,0.100
4877,106,441,71.789,377.691,0,49.216,3.965,19.776,112.333,693.833,0.105
4878,106,442,67.963,375.998,0,48.650,3.971,19.771,112.372,697.286,0.103
4879,106,443,65.248,374.244,0,48.919,3.955,19.670,111.471,687.038,0.118
4880,106,444,63.592,372.385,0,48.991,3.964,19.763,111.997,688.561,0.102
4881,106,445,60.891,370.642,0,49.106,3.948,19.665,111.697,690.221,0.111
4882,106,446,57.186,369.143,0,47.063,3.842,18.642,103.332,624.068,0.100
4883,106,447,55.467,366.407,0,43.510,3.787,17.977,96.978,568.063,0.100
4884,106,448,52.071,365.512,0,43.706,3.851,19.132,110.205,702.150,0.100
4885,106,450,43.983,360.748,0,68.761,5.457,34.508,242.259,1832.062,0.100
4886,106,451,41.065,360.822,0,67.693,5.163,32.287,227.152,1727.553,0.091
4887,106,452,40.483,359.009,0,57.944,5.182,33.160,238.035,1837.116,0.091
4888,106,453,38.039,356.659,0,48.874,4.284,23.858,154.636,1109.046,0.091
4889,106,454,36.560,354.344,0,48.387,3.971,19.852,112.775,694.603,0.100
4890,106,455,33.854,352.627,0,49.211,3.956,19.738,112.241,694.123,0.102
4891,106,456,30.729,349.861,0,48.135,3.997,20.046,114.387,709.428,0.100
4892,106,457,27.899,348.240,0,48.361,4.035,19.937,111.145,671.903,0.101
4893,106,458,24.415,347.891,0,49.253,3.990,20.006,113.694,699.503,0.192
4894,106,459,22.640,346.073,0,48.973,3.976,19.970,113.954,704.522,0.101
4895,106,460,18.729,344.688,0,48.911,3.965,19.645,110.643,677.187,0.100
4896,106,461,17.035,342.757,0,49.102,3.965,19.915,114.466,717.896,0.166
4897,106,462,13.174,341.137,0,48.826,3.952,19.706,112.188,695.587,0.178
4898,106,463,11.581,339.223,0,48.674,3.963,19.804,112.478,692.687,0.092
4899,107,420,284.219,327.702,0,49.041,3.962,19.757,112.176,691.974,0.100
4900,107,421,282.778,330.582,0,49.161,3.984,19.665,110.065,669.262,0.100
4901,107,422,281.321,333.522,0,49.139,3.966,19.745,111.756,686.414,0.100
4902,107,423,279.654,335.347,0,49.106,3.983,19.905,113.156,698.890,0.127
4903,107,424,277.450,338.871,0,48.666,4.010,20.208,115.744,719.759,0.124
4904,107,425,277.150,341.328,0,49.350,3.994,20.145,115.504,717.905,0.146
4905,107,426,275.047,344.942,0,48.866,4.033,20.624,120.831,773.322,0.100
4906,107,427,275.452,348.467,0,49.341,3.983,19.873,112.745,694.714,0.168
4907,107,428,273.302,351.240,0,48.998,4.067,20.413,115.903,713.985,0.101
4908,107,429,272.457,354.399,0,49.143,4.031,20.243,115.284,712.362,0.102
4909,107,430,271.912,357.649,0,49.251,4.026,20.473,118.355,741.946,0.091
4910,107,431,272.678,361.062,0,49.706,4.009,20.397,118.314,745.816,0.106
4911,107,432,271.972,364.241,0,49.662,4.007,20.313,117.091,731.804,0.204
4912,107,433,270.832,366.478,0,49.732,4.015,20.074,113.952,702.506,0.100
4913,107,434,269.588,370.432,0,49.523,4.034,20.356,116.495,722.638,0.100
4914,107,435,268.927,373.614,0,49.174,4.022,20.435,118.012,738.877,0.102
4915,107,436,269.585,377.012,0,49.409,4.010,20.125,115.219,719.294,0.154
4916,107,437,268.772,380.196,0,49.780,4.006,20.205,115.696,718.345,0.217
4917,107,438,266.514,382.982,0,48.880,4.018,20.340,117.126,732.905,0.103
4918,107,439,266.435,385.475,0,49.471,3.994,20.046,114.363,708.067,0.249
4919,107,440,265.720,389.592,0,49.355,3.981,19.961,113.477,698.197,0.249
4920,107,441,264.153,391.563,0,49.380,3.979,19.993,114.262,708.362,0.197
4921,107,442,263.081,394.635,0,49.428,3.982,20.058,114.943,714.366,0.138
4922,107,443,262.404,398.705,0,49.414,3.965,19.703,111.429,684.956,0.100
4923,107,444,260.182,401.430,0,49.188,4.063,20.340,115.083,706.046,0.112
4924,107,445,260.173,403.877,0,49.648,3.984,20.100,115.757,725.459,0.255
4925,107,446,259.694,408.016,0,49.513,4.032,20.202,115.161,715.185,0.208
4926,107,447,257.407,410.751,0,48.931,4.016,20.164,114.873,710.069,0.100
4927,107,448,256.388,413.831,0,48.872,4.016,20.196,115.298,714.487,0.100
4928,107,449,255.196,416.836,0,48.853,4.024,20.210,115.181,713.026,0.111
4929,107,450,255.425,420.358,0,49.310,3.979,19.851,112.600,693.505,0.103
4930,107,451,253.219,422.368,0,43.445,3.797,17.712,92.710,522.488,0.091
4931,107,452,253.684,424.042,0,32.682,2.800,9.774,38.872,169.547,0.091
4932,107,453,253.086,425.591,0,21.933,2.201,5.882,17.505,56.265,0.091
